State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Date Local,Time Local,Date GMT,Time GMT,Sample Measurement,Units of Measure,MDL,Uncertainty,Qualifier,Method Type,Method Code,Method Name,State Name,County Name,Date of Last Change,pollutant,source,source_url,site_name,site_id,latitude,longitude,downloaded_by,license
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,11:00,2024-01-01,16:00,1.2,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,12:00,2024-01-01,17:00,1.3,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,13:00,2024-01-01,18:00,1.2,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,14:00,2024-01-01,19:00,1.3,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,15:00,2024-01-01,20:00,1.5,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,16:00,2024-01-01,21:00,1.5,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,17:00,2024-01-01,22:00,1.7,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,18:00,2024-01-01,23:00,1.7,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,19:00,2024-01-02,00:00,1.6,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,20:00,2024-01-02,01:00,2.0,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,21:00,2024-01-02,02:00,2.5,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,22:00,2024-01-02,03:00,2.4,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
51,161,1004,88101,3,37.28342,-79.88452,WGS84,PM2.5 - Local Conditions,2024-01-01,23:00,2024-01-02,04:00,2.5,Micrograms/cubic meter (LC),0.1,,,FEM,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,Virginia,Roanoke,2024-06-13,PM25,EPA AQS,https://aqs.epa.gov/aqsweb/airdata/download_files.html,East Vinton Elementary School,51-161-1004,37.28342,-79.88452,Tinklepaugh 2026,Public Domain - US EPA
